X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE_x,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean,SIGNAL_TYPE_y,COMPTYPE,CONDITION,INT_SIGNAL_TYPE_CD,PEDSIGNALYN,PEDAUDIODEVICEYN,PP_QUANTITY,PH_QUANTITY,BIKESIGNALHDYN,LTTURNSIGNALYN,RTTURNSIGNALYN,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,NUM_ATTACHMENTS
-122.308930585,47.608026146,18TH AVE AND E CHERRY ST,2.0,CITY,17,2,45.0,4.0,41.75,4.0,0.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.347070129,47.5340778460001,HIGHLAND PARK WAY SW AND SW HOLDEN N ST,1.0,NONE,64,0,0.0,2.0,51.5,9.0,3.0,25.0,FULL,74.0,EXCELLENT,NONE,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.323436168,47.648783602,EASTLAKE AVE E AND E ALLISON ST,1.0,NONE,17,3,56.66666666666666,4.0,50.25,5.25,1.0,22.5,SEMI,74.0, ,NONE,Y,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.332451281,47.6072663100001,5TH AVE AND SPRING ST,1.0,CITY,179,4,0.0,4.0,46.0,5.5,2.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,Y,N,N,N,Y,0.0
-122.320056429,47.643194556,10TH AVE E AND E ROANOKE W ST,2.0,CITY,14,2,44.0,1.0,80.0,7.0,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,8.0,N,Y,Y,N,N,N,0.0
-122.300618954,47.668525747,25TH AVE NE AND NE 55TH ST,1.0,CITY,81,3,40.0,4.0,50.5,3.75,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.296254307,47.6079966240001,M L KING JR WAY AND E CHERRY ST,2.0,CITY,63,0,0.0,4.0,37.25,2.5,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,16.0,N,Y,N,N,N,N,0.0
-122.28462953,47.5570411200001,RAINIER AVE S AND S HUDSON ST,1.0,CITY,35,2,33.0,4.0,41.5,1.75,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.31339443,47.582981945,15TH AVE S AND S COLLEGE ST,2.0,CITY,56,4,42.5,4.0,53.5,3.5,3.0,25.0,FULL,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,Y,N,N,1.0
-122.331416599,47.6161711240001,BOREN AVE AND HOWELL ST,1.0,CITY,104,2,0.0,4.0,46.75,1.5,2.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.334178595,47.601722339,1ST AVE AND YESLER WAY,2.0,CITY,60,0,0.0,3.0,42.333333333333336,1.6666666666666667,2.333333333333333,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.282871407,47.540680045,M L KING JR ER WAY S AND S WILLOW ST,1.0,HALFPED,8,1,33.0,1.0,90.0,0.0,0.0,20.0,SEMI,74.0,GOOD,HALFPED,Y,N,3.0,4.0,N,N,N,N,N,N,0.0
-122.329582066,47.607479762,7TH AVE AND MADISON ST,1.0,CITY,70,0,0.0,4.0,42.0,4.5,1.25,25.0,SEMI,74.0,FAIR,CITY,N,N,2.0,8.0,N,N,N,N,N,N,0.0
-122.34751764,47.6620751840001,PHINNEY TURN RD AND N 46TH ST,1.0,CITY,17,2,0.0,2.0,74.0,6.5,2.0,25.0,SEMI,74.0, ,CITY,N,N,2.0,0.0,N,Y,N,N,N,N,6.0
-122.317363152,47.6749793710001,ROOSEVELT WAY NE AND NE 64TH ST,1.0,CITY,46,3,38.333333333333336,4.0,60.25,2.75,1.0,22.5,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,Y,N,N,4.0
-122.332714379,47.604197121,3RD AVE AND COLUMBIA ST,1.0,CITY,25,0,0.0,4.0,77.5,6.5,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.326178958,47.6613494040001,THACKERAY PL NE AND NE 45TH ST,2.0,CITY,16,3,34.666666666666664,4.0,73.5,2.5,2.5,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.297476814,47.590260449,M L KING JR WAY S AND MOUNTAINS TO SOUND TRL,2.0,MIDXWALK,1,0,0.0,4.0,44.5,2.25,1.5,22.5,SEMI,74.0,POOR,MIDXWALK,Y,Y,2.0,2.0,N,N,N,N,N,N,0.0
-122.316119111,47.546399912,13TH AVE S AND S ALBRO PL,1.0,CITY,31,1,50.0,4.0,72.75,1.0,2.25,23.75,SEMI,74.0,GOOD,CITY,N,N,8.0,8.0,N,N,N,N,N,N,1.0
-122.320058803,47.64135501,10TH AVE E AND E MILLER ST,2.0,CITY,11,3,31.0,4.0,65.5,5.75,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,12.0,16.0,N,N,N,N,N,N,0.0
-122.340452139,47.6109639480001,2ND AVE AND STEWART ST,1.0,CITY,37,2,499.5,4.0,86.75,3.25,1.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,Y,N,N,N,N,N,0.0
-122.334254881,47.6185172880001,DENNY WAY AND FAIRVIEW AVE,1.0,CITY,100,1,33.0,3.0,50.333333333333336,1.0,3.0,25.0,FULL,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.315238738,47.6649173420001,12TH AVE NE AND NE 50TH ST,1.0,NONE,48,3,33.0,4.0,76.0,2.75,1.5,22.5,PRE,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,1.0
-122.301864805,47.7193161650001,25TH AVE NE AND NE 125TH ST,1.0,HALFPED,23,3,35.0,4.0,80.25,1.5,1.0,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.31217263,47.687516455,15TH AVE NE AND LAKE CITY WAY NE,1.0,CITY,84,2,35.0,4.0,38.5,2.0,2.0,30.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,Y,N,N,N,N,0.0
-122.344694129,47.705051213,AURORA AVE N AND N NORTHGATE WAY,1.0,CITY,111,1,45.0,3.0,30.666666666666668,0.3333333333333333,2.333333333333333,30.0,SEMI,74.0,FAIR,CITY,N,Y,16.0,8.0,N,Y,N,N,Y,Y,32.0
-122.339105335,47.607828162,1ST AVE AND UNION ST,2.0,CITY,38,1,0.0,4.0,29.5,4.25,1.25,23.75,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.323684384,47.540513221,CORSON AVE S AND EAST MARGINAL WAY S,1.0,CITY,28,1,65.0,3.0,77.0,0.0,2.333333333333333,28.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,Y,N,1.0
-122.320892988,47.6250492030001,BROADWAY E AND E ROY E ST,2.0,CITY,16,3,30.0,1.0,64.0,1.0,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.385172502,47.5811860860001,42ND AVE SW AND SW ADMIRAL WAY,1.0,CITY,48,4,37.5,4.0,57.5,1.5,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.269987052,47.5291301140001,RAINIER AVE S AND S ROSE S ST,1.0,HALFPED,52,2,35.0,2.0,79.0,0.0,2.0,25.0,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.376707333,47.5802747990001,SW ADMIRAL WAY AND SW OLGA ST,1.0,HALFPED,16,1,33.0,3.0,60.333333333333336,5.333333333333333,2.0,23.33333333333333,SEMI,74.0,GOOD,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,12.0
-122.365894185,47.521021777,26TH AVE SW AND SW BARTON ST,2.0,CITY,42,2,40.0,3.0,58.66666666666666,3.0,2.6666666666666665,25.0,FULL,74.0,GOOD,CITY,N,Y,8.0,8.0,N,N,N,N,N,N,0.0
-122.302650706,47.615310342,23RD AVE AND E PINE ST,1.0,NONE,19,1,35.0,4.0,68.25,1.25,1.0,22.5,SEMI,74.0, ,NONE,N,N,6.0,4.0,N,N,N,N,N,N,0.0
-122.316779353,47.610395012,12TH AVE AND E MARION ST,2.0,NONE,15,3,55.0,4.0,35.5,1.5,0.0,22.5,SEMI,74.0, ,NONE,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.313101754,47.6630917890001,UNIVERSITY WAY NE AND NE 47TH ST,3.0,CITY,20,4,33.0,4.0,77.0,3.0,1.0,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.308860868,47.6129017540001,18TH AVE AND E UNION ST,2.0,CITY,21,2,50.0,4.0,17.0,3.5,1.5,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.33754427,47.606121758,1ST AVE AND SENECA ST,1.0,CITY,84,3,13.333333333333334,3.0,48.333333333333336,5.666666666666667,1.6666666666666667,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.347621139,47.618571155,5TH AVE AND DENNY WAY,1.0,CITY,47,3,35.0,3.0,78.0,0.6666666666666666,2.6666666666666665,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,12.0,N,N,N,N,N,N,0.0
-122.357168368,47.6495405910001,CREMONA ST AND NICKERSON ST,1.0,HALFPED,3,1,65.0,4.0,52.5,1.25,1.25,22.5,SEMI,74.0,POOR,HALFPED,Y,N,3.0,4.0,N,N,N,N,N,N,0.0
-122.329822432,47.6144572420001,BOREN AVE AND PINE ST,1.0,CITY,62,0,0.0,4.0,67.75,11.0,2.5,25.0,PRE,74.0,EXCELLENT,CITY,N,N,9.0,12.0,N,Y,N,N,N,N,0.0
-122.334275943,47.7341365010001,MERIDIAN AVE N AND N 145TH ST,1.0,CITY,96,1,50.0,3.0,53.66666666666666,2.6666666666666665,3.0,31.666666666666668,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.327663334,47.600034076,5TH AVE S AND S MAIN ST,2.0,CITY,18,4,40.5,4.0,36.75,8.25,1.0,22.5,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.347214558,47.686940667,LINDEN AVE N AND N 80TH ST,2.0,CITY,27,4,38.75,4.0,48.75,3.25,0.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.337431234,47.6133006090001,STEWART ST AND WESTLAKE AVE,1.0,CITY,23,2,0.0,4.0,70.25,2.75,1.0,23.75,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.329255758,47.6286465900001,EASTLAKE AVE E AND PROSPECT ST,1.0,NONE,0,2,47.5,2.0,48.0,3.5,2.0,25.0,SEMI,74.0, ,NONE,N,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.311929721,47.67578344,15TH AVE NE AND NE 65TH ST,2.0,CITY,58,3,44.333333333333336,4.0,67.75,4.25,2.0,25.0,FULL,74.0,GOOD,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.376212444,47.6709012840001,15TH AVE NW AND NW 58TH ST,1.0,CITY,19,2,47.5,4.0,42.25,2.0,1.5,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,Y,N,N,Y,N,1.0
-122.355480559,47.7087140580001,GREENWOOD AVE N AND N 110TH ST,1.0,HALFPED,19,1,55.0,4.0,74.0,3.5,1.0,25.0,SEMI,74.0,POOR,HALFPED,Y,N,4.0,2.0,N,N,N,N,N,N,0.0
-122.308252867,47.571924084,BEACON AVE S AND S SPOKANE ST,2.0,CITY,51,1,33.0,4.0,46.75,1.25,1.75,25.0,FULL,74.0,POOR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,17.0
-122.321809836,47.610730227,BOYLSTON AVE AND MADISON ST,1.0,CITY,18,3,46.0,4.0,45.75,3.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.300604981,47.6662667190001,25TH AVE NE AND NE BLAKELEY ST,1.0,CITY,58,1,35.0,4.0,48.75,2.5,1.5,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.301940127,47.7338292580001,25TH AVE NE AND NE 145TH ST,1.0,CITY,73,3,369.6666666666667,3.0,61.333333333333336,7.0,1.3333333333333333,26.666666666666668,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.349911934,47.6905789830001,FREMONT AVE N AND N 85TH ST,1.0,HALFPED,28,5,41.2,4.0,78.75,3.75,1.0,22.5,SEMI,74.0,GOOD,HALFPED,N,N,8.0,16.0,N,N,N,N,N,N,4.0
-122.325068451,47.595835343,MAYNARD AVE S AND S DEARBORN ST,1.0,CITY,42,1,35.0,4.0,60.25,1.5,1.0,23.75,SEMI,74.0,FAIR,CITY,N,N,4.0,16.0,N,Y,N,N,N,N,0.0
-122.376231851,47.559277127,35TH AVE SW AND SW EDMUNDS ST,1.0,HALFPED,5,3,42.66666666666666,3.0,24.666666666666668,6.0,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,HALFPED,Y,N,4.0,4.0,N,N,N,N,N,N,0.0
-122.35233617,47.6144725180001,CEDAR ST AND ELLIOTT AVE,1.0,CITY,22,0,0.0,3.0,52.66666666666666,4.333333333333333,3.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.334192277,47.5964686660001,1ST AVE S AND RAILROAD N WAY S,2.0,CITY,19,2,47.5,2.0,61.0,0.0,1.0,25.0,FULL,74.0,GOOD,CITY,N,N,2.0,0.0,N,Y,N,N,N,N,0.0
-122.286862266,47.5372987260001,HOLLY PARK DR S AND S MYRTLE PL,1.0,CITY,24,2,33.0,3.0,57.0,2.6666666666666665,2.6666666666666665,23.33333333333333,SEMI,74.0, ,CITY,N,N,4.0,0.0,N,N,N,N,N,N,0.0
-122.29536984,47.5638070250001,M L KING JR WR WAY S AND S GENESEE ST,1.0,HALFPED,2,1,33.0,1.0,0.0,4.0,0.0,20.0,SEMI,74.0,GOOD,HALFPED,Y,N,3.0,4.0,N,N,N,N,Y,N,0.0
-122.334866328,47.608227922,4TH AVE AND UNIVERSITY ST,1.0,CITY,50,0,0.0,4.0,74.5,5.0,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,2.0,8.0,Y,N,N,N,N,N,0.0
-122.342371585,47.6220557450001,DEXTER AVE N AND HARRISON ST,2.0,CITY,26,0,0.0,4.0,36.5,2.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,Y,N,N,N,N,N,0.0
-122.340054945,47.616594654,7TH AVE AND BLANCHARD ST,2.0,CITY,16,0,0.0,4.0,41.25,2.75,2.0,22.5,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,Y,N,N,N,N,N,0.0
-122.313268214,47.655987667,UNIVERSITY WAY NE AND NE CAMPUS EB PY,2.0,CITY,7,3,33.0,2.0,58.5,5.0,2.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,24.0,N,Y,N,N,N,N,0.0
-122.29211938,47.5586699780001,M L KING JR WR WAY S AND S EDMUNDS ST,1.0,CITY,11,0,0.0,2.0,0.0,7.0,0.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,8.0,N,Y,N,Y,Y,N,0.0
-122.337744568,47.6148318630001,VIRGINIA ST AND WESTLAKE AVE,1.0,CITY,37,3,0.0,4.0,69.0,2.5,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,12.0,N,N,N,N,N,N,0.0
-122.322458663,47.595831167,8TH AVE S AND S DEARBORN ST,1.0,CITY,37,0,0.0,3.0,86.0,3.333333333333333,1.3333333333333333,23.33333333333333,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.312032484,47.659781476,15TH AVE NE AND NE 43RD ST,1.0,CITY,15,1,0.0,3.0,78.66666666666667,4.333333333333333,0.6666666666666666,23.33333333333333,PRE,74.0,FAIR,CITY,N,N,6.0,8.0,N,N,N,N,N,N,0.0
-122.356641952,47.6906027360001,PALATINE AVE N AND N 85TH ST,1.0,CITY,8,1,35.0,3.0,58.333333333333336,0.6666666666666666,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.322129911,47.6152260790001,HARVARD AVE AND E PINE ST,2.0,CITY,25,3,55.0,4.0,29.5,4.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.345653456,47.614039823,2ND AVE AND BELL ST,1.0,CITY,30,2,16.5,4.0,41.5,2.25,1.0,22.5,PRE,74.0,GOOD,CITY,N,N,2.0,8.0,Y,N,N,N,N,N,0.0
-122.334198762,47.5839788580001,1ST AVE S AND S WALKER ST,1.0,NONE,22,0,0.0,3.0,77.0,0.0,1.3333333333333333,26.666666666666668,SEMI,74.0,GOOD,NONE,Y,N,2.0,2.0,N,N,N,N,N,N,1.0
-122.312079272,47.683045873,15TH AVE NE AND NE 75TH ST,1.0,CITY,104,4,282.25,4.0,66.5,2.5,2.5,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.37076845,47.6621993900001,11TH AVE NW AND NW 46TH ST,2.0,CITY,12,3,40.333333333333336,4.0,51.0,0.25,0.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.360649977,47.686939153,3RD AVE NW AND NW 80TH ST,2.0,CITY,39,4,42.5,4.0,76.5,1.75,0.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.333562049,47.6068012870001,4TH AVE AND SPRING ST,1.0,CITY,45,1,0.0,4.0,56.0,5.5,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,Y,N,N,N,N,N,0.0
-122.318132308,47.71974505,ROOSEVELT WAY NE AND NE 125TH N ST,1.0,CITY,25,2,35.0,2.0,86.5,1.5,2.5,27.5,SEMI,74.0,FAIR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.376159677,47.640678988,15TH AVE W AND W WHEELER ST,1.0,HALFPED,9,2,60.0,4.0,34.0,6.75,1.0,25.0,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.317638162,47.661298737,ROOSEVELT WAY NE AND NE 45TH ST,1.0,CITY,95,3,11.0,4.0,86.75,3.5,2.0,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.320727861,47.6613190040001,7TH AVE NE AND NE 45TH ST,1.0,STATE,104,0,0.0,4.0,52.75,3.25,2.5,25.0,SEMI,74.0, ,STATE,N,N,10.0,0.0,N,N,N,N,N,N,0.0
-122.377703668,47.564077712,FAUNTLEROY WAY SW AND SW AVALON WAY,1.0,CITY,30,1,60.0,3.0,26.666666666666668,2.6666666666666665,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,1.0
-122.294160747,47.7210913960001,LAKE CITY WAY NE AND NE 127TH ST,1.0,CITY,27,1,35.0,3.0,33.333333333333336,1.0,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,N,N,N,N,N,2.0
-122.31421009,47.6649084740001,BROOKLYN AVE NE AND NE 50TH ST,1.0,CITY,88,4,36.5,4.0,61.5,1.25,2.25,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,3.0
-122.344375329,47.616802233,5TH AVE AND BATTERY ST,1.0,CITY,94,0,0.0,4.0,83.25,0.75,2.5,25.0,PRE,74.0,FAIR,CITY,N,Y,0.0,8.0,N,N,N,N,N,N,0.0
-122.325968374,47.592393239,6TH AVE S AND S ROYAL BROUGHAM WAY,1.0,CITY,18,0,0.0,4.0,52.75,1.0,2.25,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.323564666,47.7231193370001,ROOSEVELT WAY NE AND NE 130TH N ST,1.0,CITY,46,0,0.0,1.0,77.0,0.0,2.0,30.0,PRE,74.0,GOOD,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.328198758,47.5264811440001,5TH AVE S AND S CLOVERDALE ST,1.0,CITY,16,3,43.333333333333336,4.0,71.0,1.0,1.5,26.25,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.337121619,47.625789508,TERRY AVE N AND VALLEY ST,1.0,CITY,27,1,33.0,4.0,66.5,0.5,0.75,22.5,SEMI,74.0,FAIR,CITY,N,N,8.0,6.0,N,Y,N,N,N,Y,0.0
-122.274118306,47.6683067290001,50TH AVE NE AND SAND POINT WAY NE,1.0,CITY,6,0,0.0,3.0,78.66666666666667,5.0,2.0,26.666666666666668,SEMI,74.0,FAIR,CITY,N,N,2.0,8.0,N,N,N,N,N,N,0.0
-122.334281082,47.602555329,1ST AVE AND CHERRY ST,2.0,CITY,15,4,0.0,3.0,41.0,2.6666666666666665,1.6666666666666667,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,6.0,N,N,N,N,N,N,0.0
-122.2832512,47.555696943,39TH AVE S AND RAINIER S AVE S,1.0,CITY,17,1,34.0,1.0,52.0,0.0,0.0,20.0,SEMI,74.0, ,CITY,Y,Y,2.0,0.0,N,N,N,N,N,N,0.0
-122.330224341,47.6081978080001,7TH AVE AND SPRING ST,2.0,CITY,38,2,0.0,3.0,40.333333333333336,5.0,1.0,25.0,PRE,74.0, ,CITY,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.329678542,47.599197931,2ND AV ET S AND S JACKSON ST,1.0,CITY,59,3,0.0,4.0,82.25,4.0,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,0.0,12.0,N,N,N,N,N,N,0.0
-122.347610752,47.6197393520001,5TH AVE N AND JOHN ST,1.0,CITY,25,2,34.0,4.0,31.25,1.75,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.360442341,47.5318739040001,DELRIDGE WAY SW AND SW KENYON ST,1.0,CITY,9,3,37.66666666666666,3.0,84.0,3.0,2.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.309215855,47.5750866830001,BEACON AVE S AND S HANFORD ST,2.0,HALFPED,16,3,56.66666666666666,4.0,43.5,1.0,1.0,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,9.0
-122.300472461,47.7104199340001,LAKE CITY WAY NE AND NE NORTHGATE WAY,1.0,CITY,28,0,0.0,3.0,29.33333333333333,3.0,3.333333333333333,31.666666666666668,SEMI,74.0,POOR,CITY,N,N,2.0,12.0,N,Y,N,N,N,N,0.0
-122.3297765,47.6093718050001,8TH AVE AND SENECA ST,2.0,CITY,25,3,0.0,4.0,54.25,7.0,2.25,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.387586592,47.673102697,24TH AVE NW AND NW 61ST ST,2.0,HALFPED,0,1,50.0,4.0,30.25,2.75,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.322444693,47.5991861300001,8TH AVE S AND S JACKSON ST,1.0,CITY,23,0,0.0,3.0,90.0,4.333333333333333,1.3333333333333333,23.33333333333333,PRE,74.0,GOOD,CITY,N,N,0.0,6.0,N,N,N,N,N,N,1.0
-122.330493842,47.605126152,5TH AVE AND COLUMBIA ST,1.0,STATE,42,2,17.5,4.0,46.25,7.5,2.5,25.0,PRE,74.0, ,STATE,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.320702903,47.6649577310001,7TH AVE NE AND NE 50TH ST,1.0,STATE,70,0,0.0,4.0,48.25,2.5,2.25,23.75,SEMI,74.0, ,STATE,N,N,6.0,0.0,N,N,N,N,N,N,0.0
-122.302500167,47.591893122,23RD AVE S AND S JUDKINS ST,1.0,CITY,26,2,32.5,4.0,62.25,4.25,1.5,23.75,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.269986039,47.5233072680001,RAINIER AVE S AND S HENDERSON ST,1.0,CITY,81,1,33.0,4.0,54.75,1.25,2.5,25.0,FULL,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.320798653,47.615235311,BROADWAY AND E PINE ST,2.0,CITY,65,2,35.0,4.0,81.25,3.25,2.25,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,16.0,Y,Y,N,N,N,N,1.0
-122.338435394,47.6245523600001,MERCER SR ST AND WESTLAKE AVE N,1.0,CITY,74,1,30.0,2.0,80.0,1.0,1.5,25.0,SEMI,74.0,POOR,CITY,N,N,10.0,16.0,N,Y,N,N,N,Y,0.0
-122.334181527,47.6008831840001,1ST AVE S AND S WASHINGTON ST,2.0,CITY,19,3,333.0,4.0,28.0,1.0,0.5,22.5,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.387584691,47.6849713770001,24TH AVE NW AND NW 77TH ST,2.0,HALFPED,6,4,43.75,4.0,35.5,1.75,1.5,22.5,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.302427171,47.60432696,23RD AVE AND E ALDER ST,1.0,HALFPED,16,3,21.0,4.0,71.0,4.0,1.0,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.296188786,47.623476048,28TH AVE E AND E MADISON ST,2.0,CITY,16,2,45.0,4.0,31.75,1.25,1.5,22.5,SEMI,74.0,POOR,CITY,N,Y,4.0,10.0,N,N,N,N,N,N,0.0
-122.301565374,47.6352441770001,24TH AVE E AND BOYER AVE E,1.0,CITY,69,3,51.66666666666666,4.0,42.0,5.0,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.337014616,47.6136223330001,6TH AVE AND STEWART ST,1.0,CITY,50,1,30.0,4.0,60.5,1.25,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.331313654,47.708645925,CORLISS AVE N AND N NORTHGATE WAY,1.0,STATE,93,0,0.0,3.0,37.0,2.333333333333333,1.3333333333333333,26.666666666666668,SEMI,74.0, ,STATE,N,N,4.0,0.0,N,N,N,N,N,N,1.0
-122.317413416,47.679470221,ROOSEVELT WAY NE AND NE 70TH ST,1.0,CITY,36,3,364.0,4.0,49.25,3.75,1.5,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.302909505,47.5845418640001,23RD AVE S AND RAINIER AVE S,1.0,CITY,72,1,33.0,4.0,42.75,1.25,1.25,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,12.0,N,Y,N,N,N,N,0.0
