X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean
-122.321331742,47.5689575490001,9TH AVE S AND S BRADFORD ST,0.0,NONE,0,1,60.0,3.0,38.666666666666664,1.3333333333333333,0.0,20.0
-122.267165833,47.5406894450001,52ND AVE S AND S WILLOW ST,0.0,NONE,7,1,50.0,4.0,65.25,6.5,0.0,20.0
-122.320924261,47.623128921,BROADWAY E AND E REPUBLICAN ST,2.0,CITY,20,4,30.0,4.0,55.5,1.25,1.0,22.5
-122.384741667,47.6716397910001,22ND AVE NW AND NW 59TH ST,0.0,NONE,11,1,45.0,4.0,52.5,1.75,0.0,20.0
-122.405495684,47.573942,57TH AVE SW AND FRATER AVE SW,0.0,NONE,0,0,0.0,3.0,46.666666666666664,6.0,0.0,20.0
-122.336635691,47.519568113,2ND AVE SW AND DEAD END,0.0,NONE,0,0,0.0,1.0,70.0,0.0,0.0,30.0
-122.344577971,47.6811433770001,AURORA AVE N AND WEST GREEN LAKE DR N,1.0,NONE,5,1,33.0,3.0,10.333333333333334,1.0,1.3333333333333333,28.333333333333332
-122.381324121,47.577448793,39TH AVE SW AND SW STEVENS N ST,0.0,NONE,0,1,50.0,2.0,47.0,2.5,0.0,20.0
-122.380052219,47.66725224,TALLMAN AVE NW AND NW CENTRAL PL,0.0,NONE,1,1,55.0,3.0,74.66666666666667,3.0,0.0,20.0
-122.299552178,47.6663840730001,26TH AVE NE AND NE BLAKELEY ST,3.0,NONE,1,1,55.0,3.0,53.333333333333336,3.6666666666666665,0.0,23.333333333333332
-122.390289666,47.590278287,46TH AVE SW AND SUNSET AVE SW,0.0,NONE,0,0,0.0,3.0,13.333333333333334,1.6666666666666667,0.0,20.0
-122.306882367,47.5809901650001,20TH AVE S AND S BAYVIEW W ST,0.0,NONE,1,1,50.0,1.0,72.0,6.0,0.0,20.0
-122.399432832,47.5547927480001,BEACH DR SW AND SW CANADA DR,2.0,NONE,1,1,50.0,3.0,49.666666666666664,4.333333333333333,2.0,23.333333333333332
-122.283113191,47.7173754900001,42ND AVE NE AND NE 123RD ST,0.0,NONE,0,1,45.0,3.0,14.0,10.666666666666666,0.0,20.0
-122.395578248,47.515276171,51ST AVE SW AND SW 98TH ST,0.0,NONE,0,1,45.0,3.0,45.666666666666664,6.0,0.0,20.0
-122.32079506,47.672229196,NE 60TH ST AND DEAD END 1,0.0,NONE,0,1,60.0,1.0,0.0,4.0,0.0,20.0
-122.312690822,47.56532392,16TH AVE S AND S NEVADA ST,0.0,NONE,0,1,50.0,3.0,66.66666666666667,3.3333333333333335,0.0,20.0
-122.320688022,47.6671287290001,7TH AVE NE AND NE 53RD ST,0.0,NONE,0,1,55.0,4.0,66.75,3.0,0.0,20.0
-122.310160546,47.614106163,17TH AVE AND E PIKE ST,0.0,NONE,1,1,40.0,3.0,38.0,3.0,0.0,20.0
-122.352755234,47.7043511250001,DAYTON AVE N AND N 104TH ST,0.0,NONE,3,2,45.0,4.0,82.5,2.25,0.0,20.0
-122.36603466,47.6978648350001,8TH AVE NW AND NW 95TH ST,3.0,NONE,18,1,75.0,4.0,78.0,3.5,1.5,22.5
-122.305716582,47.6902955620001,21ST AVE NE AND NE 85TH ST,0.0,NONE,1,0,0.0,3.0,51.0,3.0,0.0,20.0
-122.281941602,47.573325647,LAKEWOOD AVE S AND S HORTON ST,0.0,NONE,0,1,28.0,4.0,20.0,8.0,0.0,20.0
-122.306610812,47.542943424,URSULA PL S AND DEAD END S,0.0,NONE,0,1,65.0,1.0,36.0,0.0,0.0,20.0
-122.357717894,47.671646906,1ST AVE NW AND NW 59TH ST,0.0,NONE,0,1,45.0,3.0,50.666666666666664,8.0,0.0,20.0
-122.353257902,47.679655617,FRANCIS AVE N AND N 70TH ST,0.0,NONE,0,1,47.0,3.0,72.33333333333333,9.0,0.0,20.0
-122.38755973,47.6997211450001,24TH AVE NW AND NW 97TH ST,3.0,NONE,0,2,19.0,3.0,27.333333333333332,10.0,2.0,23.333333333333332
-122.388743268,47.5106703450001,44TH AVE SW AND MARINE VIEW DR SW,3.0,NONE,0,0,0.0,3.0,37.333333333333336,4.0,2.6666666666666665,23.333333333333332
-122.360463862,47.6807299110001,3RD AVE NW AND NW 72ND ST,3.0,NONE,5,1,85.0,4.0,77.5,5.25,0.0,22.5
-122.355508376,47.7123445710001,GREENWOOD AVE N AND N 115TH ST,1.0,NONE,4,2,52.5,4.0,82.75,3.25,1.0,25.0
-122.290233639,47.6721475310001,35TH AVE NE AND NE 60TH ST,2.0,NONE,11,1,50.0,4.0,66.0,5.5,1.0,22.5
-122.370064771,47.6976685010001,11TH AVE NW AND HOLMAN RD NW,1.0,NONE,3,1,40.0,3.0,81.33333333333333,5.333333333333333,2.0,26.666666666666668
-122.352826773,47.52284947,14TH AVE SW AND SW HENDERSON ST,2.0,NONE,3,1,50.0,4.0,44.0,3.75,1.5,22.5
-122.312644307,47.621946505,15TH AVE E AND E HARRISON S ST,2.0,NONE,5,2,52.5,2.0,18.0,0.5,3.0,25.0
-122.303871716,47.588399623,22ND AVE S AND S MASSACHUSETTS ST,3.0,NONE,6,1,33.0,4.0,79.75,6.25,0.0,22.5
-122.379288377,47.534901453,37TH AVE SW AND SW AUSTIN ST,0.0,NONE,3,1,55.0,4.0,40.5,4.75,0.0,20.0
-122.396407204,47.555267117,50TH AVE SW AND SW BRUCE ST,0.0,NONE,0,0,0.0,3.0,12.333333333333334,1.0,0.0,20.0
-122.259635754,47.4959893720001,59TH AVE S AND BEACON AVE S,3.0,NONE,11,0,0.0,3.0,21.666666666666668,0.6666666666666666,2.6666666666666665,21.666666666666668
-122.276115658,47.706037597,EXETER AVE NE AND LAKESIDE AVE NE,0.0,NONE,0,1,47.0,3.0,72.33333333333333,2.0,0.0,20.0
-122.313472883,47.553442675,15TH AVE S AND S LUCILE ST,2.0,CITY,36,4,46.25,4.0,68.5,4.0,1.5,23.75
-122.366187518,47.6650374820001,8TH AVE NW AND NW 50TH ST,2.0,NONE,17,1,55.0,4.0,60.0,1.5,1.5,22.5
-122.368114154,47.5661672210001,28TH AVE SW AND SW ADAMS ST,0.0,NONE,1,2,48.5,3.0,1.6666666666666667,3.0,0.0,20.0
-122.323583069,47.625118021,BOYLSTON AVE E AND E ROY W ST,2.0,NONE,3,1,50.0,1.0,55.0,0.0,0.0,20.0
-122.389758686,47.650315533,26TH AVE W AND W BERTONA ST,0.0,NONE,2,1,45.0,3.0,56.666666666666664,7.333333333333333,0.0,20.0
-122.360621601,47.625797033,3RD AVE W AND W ROY ST,3.0,NONE,6,1,60.0,4.0,50.25,4.0,0.0,22.5
-122.324486284,47.7200209970001,I5 SB AND 130TH ST ON RP,5.0,NONE,0,0,0.0,3.0,0.0,1.6666666666666667,0.0,50.0
-122.364627699,47.7121619970001,NW 114TH PL AND DEAD END,0.0,NONE,0,0,0.0,1.0,69.0,15.0,0.0,20.0
-122.2819884,47.5388884120001,M L KING JR ER WAY S AND S MYRTLE ST,1.0,CITY,80,1,33.0,2.0,76.0,0.0,0.0,20.0
-122.331955478,47.5658716080001,2ND AVE S AND DIAGONAL AVE S,0.0,NONE,0,0,0.0,3.0,66.66666666666667,0.3333333333333333,0.0,20.0
-122.286437126,47.731434526,WESTWOOD PL NE AND DEAD END 1,0.0,NONE,0,0,0.0,1.0,0.0,8.0,0.0,20.0
-122.328946445,47.6017855690001,4TH AVE AND 4TH AVE S,1.0,NONE,16,6,0.0,2.0,87.0,5.0,1.0,25.0
-122.295374979,47.5452824050001,S EDDY ST AND DEAD END 1,0.0,NONE,0,0,0.0,1.0,0.0,4.0,0.0,20.0
-122.391632145,47.6423115370001,27TH AVE W AND W HALLADAY ST,0.0,NONE,2,1,47.0,4.0,61.0,2.5,0.0,20.0
-122.407821801,47.5668441770001,58TH PL SW AND DEAD END,0.0,NONE,0,0,0.0,1.0,56.0,0.0,0.0,20.0
-122.309492653,47.6939601110001,17TH AVE NE AND NE 90TH ST,0.0,NONE,1,1,47.0,4.0,94.0,6.5,0.0,20.0
-122.276493405,47.5333873660001,45TH AVE S AND S HOLDEN ST,0.0,NONE,1,1,45.0,3.0,9.0,1.6666666666666667,0.0,20.0
-122.297346257,47.6857688590001,28TH AVE NE AND DEAD END 1,0.0,NONE,0,1,50.0,1.0,28.0,0.0,0.0,20.0
-122.302744296,47.611589436,23RD AVE AND E SPRING ST,1.0,NONE,15,1,35.0,3.0,63.333333333333336,1.6666666666666667,1.3333333333333333,23.333333333333332
-122.333737251,47.6628658060001,MERIDIAN AVE N AND N 47TH ST,3.0,NONE,1,1,45.0,3.0,42.666666666666664,2.0,2.0,23.333333333333332
-122.305522087,47.6410018170001,20TH AVE E AND E CALHOUN ST,0.0,NONE,0,1,45.0,4.0,80.0,4.25,0.0,20.0
-122.265917872,47.6662293360001,NE AMBLESIDE RD AND NE PENRITH RD,0.0,NONE,0,1,20.0,3.0,67.33333333333333,5.666666666666667,0.0,20.0
-122.336788114,47.575576169,COLORADO AVE S AND S HANFORD ST,3.0,NONE,2,0,0.0,4.0,63.0,0.0,0.0,22.5
-122.396383191,47.555674916,50TH AVE SW AND SW DAWSON ST,0.0,NONE,0,1,50.0,3.0,44.0,1.3333333333333333,0.0,20.0
-122.30592937,47.7247816570001,22ND AVE NE AND NE 133RD ST,0.0,NONE,0,0,0.0,3.0,60.0,1.3333333333333333,0.0,20.0
-122.273189109,47.691859595,NE 87TH ST AND DEAD END 2,0.0,NONE,0,1,14.0,1.0,69.0,7.0,0.0,20.0
-122.390144946,47.6686684110001,26TH AVE NW AND NW MARKET ST,2.0,NONE,9,2,30.0,4.0,46.25,2.75,1.0,22.5
-122.258306166,47.50435917,60TH AVE S AND S HAZEL ST,0.0,NONE,0,1,45.0,3.0,75.33333333333333,2.0,0.0,20.0
-122.297025511,47.6222650220001,27TH AVE E AND E ARTHUR PL,0.0,NONE,1,1,45.0,3.0,57.0,4.666666666666667,0.0,20.0
-122.322043405,47.713292079,7TH AVE NE AND DEAD END 2,0.0,NONE,0,0,0.0,1.0,76.0,5.0,0.0,20.0
-122.301657507,47.580995532,24TH AVE S AND S BAYVIEW ST,0.0,NONE,0,1,55.0,3.0,79.33333333333333,8.333333333333334,0.0,20.0
-122.385785038,47.542078813,42ND AVE SW AND HEIGHTS AVE SW,0.0,NONE,0,1,40.0,2.0,64.0,11.0,0.0,20.0
-122.292682276,47.6848573820001,33RD AVE NE AND NE 77TH ST,0.0,NONE,2,1,50.0,4.0,93.5,2.75,0.0,20.0
-122.354353218,47.67602257,PHINNEY AVE N AND N 65TH ST,2.0,CITY,17,3,41.66666666666666,4.0,58.0,4.0,1.5,25.0
-122.35538454,47.6263738710001,1ST AVE N AND VALLEY UPPER ST,0.0,NONE,4,1,45.0,1.0,0.0,17.0,0.0,20.0
-122.316781894,47.601693368,12TH AVE AND E YESLER WAY,2.0,CITY,116,3,40.0,3.0,69.0,4.0,3.0,25.0
-122.311228489,47.641031383,E CALHOUN ST AND DEAD END,0.0,NONE,0,0,0.0,1.0,74.0,2.0,0.0,20.0
-122.37173507,47.721511535,12TH AVE NW AND NW 127TH ST,0.0,NONE,0,1,47.0,3.0,69.0,1.6666666666666667,0.0,20.0
-122.342282964,47.6334202020001,DEXTER AVE N AND GARFIELD N ST,2.0,NONE,5,1,50.0,2.0,76.0,3.5,3.0,25.0
-122.392997197,47.680257596,28TH AVE NW AND NW 71ST ST,0.0,NONE,0,1,60.0,3.0,25.0,3.6666666666666665,0.0,20.0
-122.319541872,47.664950457,8TH AVE NE AND NE 50TH ST,1.0,NONE,18,2,33.0,3.0,52.333333333333336,1.3333333333333333,2.0,23.333333333333332
-122.319746433,47.5297901060001,DALLAS AVE S AND S SOUTHERN ST,0.0,NONE,7,0,0.0,4.0,44.75,0.0,3.0,20.0
-122.316095473,47.5586662420001,13TH AVE S AND S FERDINAND ST,0.0,NONE,2,1,50.0,3.0,78.33333333333333,5.333333333333333,0.0,20.0
-122.284717389,47.6117812590001,38TH AVE AND NEWPORT WAY,0.0,NONE,0,0,0.0,2.0,0.0,3.5,0.0,20.0
-122.345963706,47.652745001,BRIDGE WAY N AND N 38TH ST,2.0,STATE,18,0,0.0,4.0,84.0,4.75,2.5,26.25
-122.32556152,47.617739499,SUMMIT AVE AND E HOWELL W ST,0.0,NONE,4,2,50.0,1.0,22.0,1.0,0.0,20.0
-122.346295511,47.676874953,AURORA AVE N AND N 66TH ST,1.0,NONE,1,0,0.0,3.0,10.333333333333334,1.3333333333333333,1.3333333333333333,35.0
-122.297874164,47.730162465,28TH AVE NE AND NE 140TH ST,0.0,NONE,0,1,50.0,4.0,76.0,3.5,0.0,20.0
-122.286541281,47.6634511390001,39TH AVE NE AND NE 48TH ST,0.0,NONE,0,1,30.0,3.0,29.333333333333332,2.0,0.0,20.0
-122.298810784,47.6984276570001,27TH AVE NE AND NE 96TH ST,0.0,NONE,0,1,50.0,4.0,72.5,6.25,0.0,20.0
-122.278073081,47.5397827300001,44TH AVE S AND S FRONTENAC ST,0.0,NONE,3,1,45.0,4.0,72.5,1.0,0.0,20.0
-122.304285823,47.702998877,23RD AVE NE AND NE 103RD ST,0.0,NONE,0,1,47.0,4.0,70.75,3.75,0.0,20.0
-122.333821553,47.6556137960001,MERIDIAN AVE N AND N 40TH ST,2.0,NONE,4,1,50.0,4.0,57.25,5.5,1.0,22.5
-122.345037044,47.72867768,AURORA AVE N AND N 137TH ST,1.0,NONE,28,2,47.5,4.0,30.25,3.5,1.0,27.5
-122.265864299,47.5511208930001,WILSON AVE S AND S ORCAS ST,2.0,NONE,8,1,55.0,4.0,47.0,6.25,1.5,25.0
-122.299033613,47.6294940650001,26TH AVE E AND E PROSPECT ST,0.0,NONE,0,1,50.0,2.0,0.0,3.0,0.0,20.0
-122.319638583,47.599184048,10TH AVE S AND S JACKSON ST,1.0,NONE,30,0,0.0,4.0,66.5,8.0,1.0,22.5
-122.273830946,47.4995962720001,I5 NB AND M L KING JR WY S OFF RP,5.0,NONE,0,0,0.0,2.0,0.0,1.0,0.0,60.0
-122.291270927,47.519153971,AIRPORT WAY S AND CITY LIMITS C,1.0,NONE,0,0,0.0,1.0,83.0,0.0,3.0,35.0
-122.262189122,47.504891521,S HAZEL ST AND DEAD END 4,0.0,NONE,0,0,0.0,1.0,0.0,7.0,0.0,20.0
-122.318803504,47.682137464,NE LAKE CITY WY OFF RP AND SR522,1.0,NONE,0,0,0.0,2.0,0.0,4.0,1.0,30.0
-122.320103779,47.668595171,8TH AVE NE AND NE 55TH W ST,0.0,NONE,2,1,50.0,1.0,86.0,2.0,0.0,20.0
-122.257072648,47.5097017520001,61ST AVE S AND S RYAN ST,0.0,NONE,1,1,50.0,3.0,90.33333333333333,2.0,0.0,20.0
-122.319004257,47.642212165,FEDERAL AVE E AND DEAD END,0.0,NONE,0,0,0.0,1.0,27.0,10.0,0.0,20.0
-122.397167807,47.6351724400001,31ST AVE W AND W BLAINE ST,0.0,NONE,0,1,19.0,2.0,47.5,8.5,0.0,20.0
-122.372489048,47.7212173890001,BLAKELY PL NW AND NW BLAKELY S CT,0.0,NONE,0,0,0.0,1.0,89.0,0.0,0.0,20.0
-122.296155571,47.61645464,M L KING JR WAY AND E OLIVE ST,3.0,NONE,10,1,50.0,4.0,63.5,9.25,1.5,22.5
-122.27863534,47.702925522,NE 103RD ST AND DEAD END 6,0.0,NONE,0,1,47.0,1.0,52.0,8.0,0.0,20.0
-122.284856297,47.639557827,38TH AVE E AND 38TH PL E,0.0,NONE,0,1,35.0,3.0,87.66666666666667,1.0,0.0,20.0
-122.333148009,47.6480281990001,N 34TH ST AND N PACIFIC ST,1.0,NONE,1,1,50.0,2.0,48.5,3.5,0.0,25.0
-122.277043958,47.5295663380001,44TH PL S AND S ROSE ST,0.0,NONE,1,1,40.0,3.0,0.0,3.0,0.0,20.0
-122.373443306,47.517448824,31ST PL SW AND SW ROXBURY ST,1.0,NONE,1,1,35.0,3.0,68.66666666666667,4.666666666666667,1.3333333333333333,23.333333333333332
-122.294837222,47.6176152410001,29TH AVE AND E HOWELL ST,0.0,NONE,7,1,47.0,4.0,46.5,5.25,0.0,20.0
-122.296081485,47.5389577830001,BEACON ER AVE S AND S MYRTLE ST,1.0,CITY,18,1,50.0,2.0,65.0,2.0,3.0,25.0
-122.30275303,47.6930024690001,RAVENNA AVE NE AND NE 89TH ST,1.0,NONE,2,1,50.0,3.0,60.333333333333336,1.3333333333333333,2.0,23.333333333333332
-122.337004615,47.6707272460001,MCKINLEY PL N AND WALLINGFORD AVE N,0.0,NONE,0,1,50.0,3.0,74.0,3.3333333333333335,0.0,20.0
-122.285330376,47.690908807,40TH AVE NE AND NE 86TH ST,0.0,NONE,3,1,47.0,4.0,80.25,2.5,0.0,20.0
-122.299677374,47.552927681,26TH AVE S AND S BRANDON CT,0.0,NONE,0,1,35.0,2.0,79.5,5.5,0.0,20.0
-122.315572182,47.656012208,12TH AVE NE AND NE CAMPUS EB PY,2.0,NONE,3,0,0.0,1.0,0.0,2.0,0.0,20.0
-122.354219603,47.717783667,PHINNEY AVE N AND N 122ND ST,0.0,NONE,1,1,45.0,4.0,46.75,1.25,0.0,20.0
-122.283490218,47.728430888,42ND AVE NE AND 42ND PL NE,0.0,NONE,0,0,0.0,3.0,21.0,7.0,0.0,20.0
-122.37040936,47.6484795630001,10TH AVE W AND W ETRURIA ST,0.0,NONE,0,1,50.0,3.0,28.666666666666668,4.333333333333333,0.0,20.0
-122.329991403,47.5736986310001,3RD AVE S AND S HINDS ST,0.0,NONE,2,2,52.5,2.0,40.5,0.0,0.0,20.0
-122.321240941,47.6497875140001,FRANKLIN AVE E AND E MARTIN ST,0.0,NONE,1,1,50.0,3.0,24.333333333333332,6.333333333333333,2.6666666666666665,20.0
-122.365736546,47.6287476090001,WILLARD AVE W AND W PROSPECT ST,0.0,NONE,0,1,19.0,3.0,8.0,6.0,0.0,20.0
-122.353938099,47.530096615,15TH AVE SW AND SW ELMGROVE ST,0.0,NONE,2,1,35.0,3.0,94.0,3.0,0.0,20.0
-122.302338936,47.545358573,24TH AVE S AND S EDDY ST,0.0,NONE,11,1,50.0,4.0,78.5,7.75,0.0,20.0
-122.28282888,47.6407322420001,39TH AVE E AND E MCGILVRA ST,0.0,NONE,0,1,45.0,3.0,9.333333333333334,1.3333333333333333,0.0,20.0
-122.40212473,47.6809429680001,35TH AVE NW AND NW 72ND ST,0.0,NONE,0,1,19.0,2.0,69.0,9.0,0.0,20.0
-122.29079325,47.7030494410001,35TH AVE NE AND NE 103RD ST,2.0,NONE,1,0,0.0,3.0,57.0,7.666666666666667,2.0,23.333333333333332
-122.371657911,47.7173103550001,12TH AVE NW AND NW 121ST ST,0.0,NONE,0,0,0.0,3.0,70.33333333333333,2.6666666666666665,0.0,20.0
-122.278148066,47.5467446700001,44TH AVE S AND S BATEMAN ST,0.0,NONE,2,1,50.0,4.0,51.75,2.0,0.0,20.0
-122.369263285,47.6522567760001,W EMERSON ST AND W RUFFNER ST,0.0,NONE,0,1,55.0,3.0,0.0,7.333333333333333,0.0,20.0
-122.380314947,47.573144923,38TH AVE SW AND SW HINDS ST,0.0,NONE,10,1,47.0,4.0,62.25,2.5,0.0,20.0
-122.313520098,47.6410484420001,14TH AVE E AND BOYER AVE E,3.0,NONE,0,1,60.0,3.0,56.0,3.6666666666666665,2.0,23.333333333333332
-122.288076374,47.6901941450001,38TH AVE NE AND NE 85TH W ST,3.0,NONE,1,1,55.0,1.0,82.0,1.0,0.0,20.0
-122.386574042,47.6391400900001,W LYNN ST AND DEAD END 1,0.0,NONE,0,1,40.0,1.0,8.0,3.0,0.0,20.0
-122.395268866,47.6486421540001,30 UPPER AVE W AND W DRAVUS ST,2.0,NONE,0,1,40.0,1.0,67.0,9.0,0.0,25.0
-122.285619691,47.579874784,MOUNT CLAIRE DR S AND SHORELAND DR S,0.0,NONE,0,0,0.0,3.0,20.666666666666668,4.0,0.0,20.0
-122.385764029,47.5100648390001,42ND AVE SW AND SW 104TH ST,0.0,NONE,1,1,50.0,4.0,86.0,3.75,0.0,20.0
-122.372782343,47.634740612,12TH AVE W AND W BLAINE ST,0.0,NONE,0,1,47.0,2.0,28.5,7.5,0.0,20.0
-122.38898862,47.519088347,SW FLETCHER ST AND DEAD END,0.0,NONE,0,1,45.0,1.0,100.0,10.0,0.0,20.0
-122.301674247,47.675773968,24TH AVE NE AND NE 65TH ST,2.0,NONE,11,1,55.0,3.0,76.0,1.0,1.3333333333333333,23.333333333333332
-122.372229058,47.572855642,31ST AVE SW AND SW HINDS ST,0.0,NONE,0,1,35.0,2.0,0.0,7.0,0.0,20.0
-122.325071327,47.5949959430001,MAYNARD AVE S AND S CHARLES ST,1.0,NONE,40,2,47.5,4.0,8.0,1.5,0.0,22.5
-122.264949915,47.4999754130001,LUTHER AVE S AND S AUGUSTA ST,0.0,NONE,1,1,50.0,3.0,0.0,1.3333333333333333,0.0,20.0
-122.326849764,47.6536697540001,2ND AVE NE AND NE NORTHLAKE WAY,2.0,NONE,1,0,0.0,4.0,45.5,4.0,0.0,22.5
-122.30670656,47.577855157,20TH AVE S AND S FOREST ST,0.0,NONE,0,1,50.0,4.0,74.25,4.5,0.0,20.0
-122.309984726,47.7284500100001,17TH AVE NE AND NE 137TH ST,0.0,NONE,5,1,47.0,4.0,61.25,1.25,0.0,20.0
-122.303783642,47.606877035,22ND AVE AND E JAMES S ST,0.0,NONE,2,1,50.0,2.0,21.0,0.5,0.0,20.0
-122.290340711,47.5488690880001,33RD AVE S AND DEAD END 3,0.0,NONE,0,0,0.0,1.0,73.0,2.0,0.0,20.0
-122.396863291,47.637738411,31ST AVE W AND W CROCKETT ST,0.0,NONE,0,0,0.0,4.0,60.0,7.0,0.0,20.0
-122.322799849,47.5333781830001,8TH AVE S AND S PORTLAND ST,0.0,NONE,1,1,40.0,2.0,50.0,0.0,0.0,20.0
-122.312709403,47.5869995260001,16TH AVE S AND S GRAND W ST,0.0,NONE,0,1,30.0,1.0,13.0,2.0,0.0,20.0
-122.315987455,47.589988426,13TH AVE S AND S ATLANTIC ST,0.0,NONE,2,1,50.0,4.0,24.5,3.5,0.0,20.0
-122.392907251,47.6468337860001,28TH AVE W AND W BARRETT ST,3.0,NONE,0,1,50.0,4.0,77.75,2.5,1.5,22.5
-122.393416988,47.572081622,48TH AVE SW AND SW SPOKANE ST,0.0,NONE,14,1,50.0,4.0,82.75,2.75,0.0,20.0
-122.37356229,47.6466447600001,13TH AVE W AND W BARRETT ST,0.0,NONE,1,0,0.0,4.0,63.75,6.5,0.0,20.0
-122.335122522,47.583979389,UTAH AVE S AND S WALKER ST,0.0,NONE,0,0,0.0,2.0,43.0,0.0,0.0,20.0
-122.328307091,47.685045336,1ST AVE NE AND NE 77TH ST,3.0,NONE,5,1,50.0,3.0,77.66666666666667,4.333333333333333,2.0,23.333333333333332
-122.302597225,47.617107473,23RD AVE AND E OLIVE N ST,1.0,CITY,21,1,35.0,2.0,95.0,0.5,2.0,25.0
-122.285299432,47.71735913,40TH AVE NE AND NE 123RD ST,0.0,NONE,0,1,50.0,4.0,88.0,3.25,0.0,20.0
-122.290980957,47.56282946,33RD AVE S AND S OREGON E ST,0.0,NONE,1,0,0.0,1.0,83.0,1.0,0.0,20.0
-122.28169501,47.5706715360001,41ST AVE S AND S COURT ST,0.0,NONE,0,1,28.0,2.0,70.5,4.5,0.0,20.0
-122.384619037,47.5712428800001,41ST AVE SW AND SW MANNING ST,0.0,NONE,2,1,47.0,4.0,70.25,4.0,0.0,20.0
-122.265835966,47.555555789,54TH AVE S AND S FARRAR ST,0.0,NONE,0,1,45.0,3.0,72.66666666666667,5.0,0.0,20.0
-122.352582144,47.682557322,DAYTON AVE N AND N 74TH ST,0.0,NONE,1,1,50.0,4.0,63.5,4.75,0.0,20.0
-122.387587121,47.672373985,24TH AVE NW AND NW 60TH ST,2.0,NONE,5,2,50.0,4.0,24.5,2.75,1.5,22.5
-122.343497463,47.571406299,ALASKAN WY VI SB WSB WB OFF RP AND WEST SEATTLE BR WB,1.0,NONE,2,1,999.0,2.0,0.0,0.0,2.0,45.0
-122.270908394,47.5548547320001,50TH AVE S AND S DAWSON ST,0.0,NONE,0,1,50.0,4.0,65.5,3.25,0.0,20.0
-122.27543002,47.5069291450001,S RYAN WAY AND CITY LIMITS,0.0,NONE,0,1,50.0,1.0,0.0,8.0,0.0,20.0
-122.392484141,47.5485629680001,47TH AVE SW AND SW RAYMOND ST,0.0,NONE,0,1,50.0,4.0,10.25,1.75,0.0,20.0
-122.398397672,47.6823520030001,32ND AVE NW AND NW 74TH ST,3.0,NONE,2,1,50.0,4.0,67.25,3.25,1.5,22.5
-122.316123128,47.574248912,13TH AVE S AND S HORTON ST,0.0,NONE,0,0,0.0,2.0,76.5,12.0,0.0,20.0
-122.355301467,47.689837266,GREENWOOD AVE N AND N 84TH ST,2.0,NONE,14,3,36.66666666666666,4.0,69.25,2.75,1.5,22.5
-122.315558681,47.65686219,12TH AVE NE AND NE 41ST ST,0.0,NONE,5,1,0.0,4.0,74.75,3.75,2.0,20.0
-122.355369101,47.628942087,1ST AVE N AND PROSPECT N ST,0.0,NONE,0,1,50.0,2.0,30.5,12.5,0.0,20.0
-122.328436797,47.6162991640001,YALE AVE AND DEAD END,0.0,NONE,4,1,32.0,1.0,12.0,9.0,0.0,20.0
-122.360648539,47.6891115020001,3RD AVE NW AND NW 83RD ST,3.0,NONE,17,1,50.0,4.0,54.0,2.25,0.0,22.5
-122.366376185,47.719669153,8TH AVE NW AND NW 125TH ST,3.0,NONE,4,1,20.0,4.0,61.5,5.5,1.75,21.25
-122.347887136,47.6153610040001,2ND AVE AND WALL ST,1.0,CITY,46,0,0.0,4.0,70.0,1.25,2.5,25.0
-122.312116239,47.695797343,15TH AVE NE AND NE 92ND ST,2.0,NONE,7,1,50.0,4.0,75.5,5.0,1.0,22.5
-122.355396909,47.625452282,1ST AVE N AND ROY ST,1.0,CITY,18,3,36.66666666666666,4.0,53.0,4.25,1.75,23.75
-122.368729502,47.7001552250001,9TH AVE NW AND NW 97TH ST,0.0,NONE,0,1,45.0,4.0,87.5,5.75,0.0,20.0
-122.302830881,47.7020851990001,NE 102ND ST AND DEAD END 5,0.0,NONE,0,1,47.0,1.0,82.0,12.0,0.0,20.0
-122.354478941,47.651410953,PHINNEY AVE N AND N 35TH ST,0.0,NONE,8,0,0.0,4.0,55.75,2.5,0.0,20.0
-122.402906448,47.5649217800001,55TH AVE SW AND SW GENESEE ST,3.0,NONE,1,2,45.0,4.0,59.5,4.0,1.5,22.5
-122.267080323,47.675123458,58TH AVE NE AND DEAD END 1,0.0,NONE,0,0,0.0,1.0,10.0,0.0,0.0,20.0
-122.281685413,47.620248545,LAKE WASHINGTON BLVD E AND E DENNY BLAINE N PL,3.0,NONE,2,2,24.0,2.0,54.0,3.0,0.0,25.0
-122.313662746,47.6211274680001,MALDEN AVE E AND E THOMAS ST,0.0,NONE,1,1,45.0,3.0,22.666666666666668,1.6666666666666667,0.0,20.0
-122.389862669,47.6951788380001,NW 91ST ST AND DEAD END 2,0.0,NONE,0,0,0.0,1.0,0.0,0.0,0.0,20.0
-122.342288917,47.631410782,DEXTER AVE N AND LEE ST,2.0,NONE,7,2,45.0,3.0,70.33333333333333,5.0,2.0,23.333333333333332
-122.340165885,47.6346506720001,BLAINE ST AND WESTLAKE EAST RDWY AVE N,0.0,NONE,0,0,0.0,3.0,42.666666666666664,1.0,0.0,20.0
